key,rule,severity,component,project,line,hash,textRange,flows,status,message,effort,debt,author,tags,creationDate,updateDate,type,organization,cleanCodeAttribute,cleanCodeAttributeCategory,impacts,issueStatus,projectName
AZu02shqTfQp2-9q9XNc,javascript:S2703,BLOCKER,stephenfeather_sermon-browser:sb-includes/64.js,stephenfeather_sermon-browser,132.0,cb93c1e17a2476c79af7e0114674931a,"{'startLine': 132, 'endLine': 132, 'startOffset': 4, 'endOffset': 6}",[],OPEN,"Add the ""let"", ""const"" or ""var"" keyword to this declaration of ""c3"" to make it explicit.",2min,2min,mark@sharonandmark.net,['pitfall'],2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'BLOCKER'}]",OPEN,sermon-browser
AZu02shqTfQp2-9q9XNd,javascript:S7758,MINOR,stephenfeather_sermon-browser:sb-includes/64.js,stephenfeather_sermon-browser,132.0,cb93c1e17a2476c79af7e0114674931a,"{'startLine': 132, 'endLine': 132, 'startOffset': 17, 'endOffset': 27}",[],OPEN,Prefer `String#codePointAt()` over `String#charCodeAt()`.,5min,5min,mark@sharonandmark.net,"['internationalization', 'unicode']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CONVENTIONAL,CONSISTENT,"[{'softwareQuality': 'RELIABILITY', 'severity': 'LOW'}, {'softwareQuality': 'MAINTAINABILITY', 'severity': 'LOW'}]",OPEN,sermon-browser
AZu02shqTfQp2-9q9XNe,javascript:S7758,MINOR,stephenfeather_sermon-browser:sb-includes/64.js,stephenfeather_sermon-browser,133.0,15fb5b5574142d5f1211ff2554597b65,"{'startLine': 133, 'endLine': 133, 'startOffset': 21, 'endOffset': 33}",[],OPEN,Prefer `String.fromCodePoint()` over `String.fromCharCode()`.,5min,5min,mark@sharonandmark.net,"['internationalization', 'unicode']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CONVENTIONAL,CONSISTENT,"[{'softwareQuality': 'RELIABILITY', 'severity': 'LOW'}, {'softwareQuality': 'MAINTAINABILITY', 'severity': 'LOW'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XQv,javascript:S7764,MINOR,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,16.0,23ab9edefa8cd0d18628ca785a6cc336,"{'startLine': 16, 'endLine': 16, 'startOffset': 8, 'endOffset': 14}",[],OPEN,Prefer `globalThis` over `window`.,2min,2min,mark@sharonandmark.net,"['es2020', 'portability']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CONVENTIONAL,CONSISTENT,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'LOW'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XQw,javascript:S7764,MINOR,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,16.0,23ab9edefa8cd0d18628ca785a6cc336,"{'startLine': 16, 'endLine': 16, 'startOffset': 39, 'endOffset': 45}",[],OPEN,Prefer `globalThis` over `window`.,2min,2min,mark@sharonandmark.net,"['es2020', 'portability']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CONVENTIONAL,CONSISTENT,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'LOW'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XQx,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,18.0,a83550215acd9a647c8ac0098a03c369,"{'startLine': 18, 'endLine': 18, 'startOffset': 4, 'endOffset': 14}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XQy,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,19.0,56b722eeb20da0ee812eeff80e159746,"{'startLine': 19, 'endLine': 19, 'startOffset': 4, 'endOffset': 12}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XQz,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,20.0,7173d75051d5f8ebaa576f1aac5045b9,"{'startLine': 20, 'endLine': 20, 'startOffset': 4, 'endOffset': 16}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XQ0,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,21.0,f06a9439f47f3224fe514df860a0ff68,"{'startLine': 21, 'endLine': 21, 'startOffset': 4, 'endOffset': 18}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XQ1,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,22.0,08a7dfbba1e267ef42988dfcfab7616a,"{'startLine': 22, 'endLine': 22, 'startOffset': 4, 'endOffset': 21}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XQ2,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,23.0,48c3ca376cea83a3ade70f4339bb98ae,"{'startLine': 23, 'endLine': 23, 'startOffset': 4, 'endOffset': 21}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XQ3,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,24.0,874d93c3247333d6b9b85b67ad13c484,"{'startLine': 24, 'endLine': 24, 'startOffset': 4, 'endOffset': 23}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XQ4,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,25.0,e7b0772958e941ca259c6189bf22d536,"{'startLine': 25, 'endLine': 25, 'startOffset': 4, 'endOffset': 18}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XQ5,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,26.0,d06435d1aced4f8d972643bea1bcd9c7,"{'startLine': 26, 'endLine': 26, 'startOffset': 4, 'endOffset': 17}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XQ6,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,28.0,fcbd57da5e3baa4b3e937e8140c9d9e2,"{'startLine': 28, 'endLine': 28, 'startOffset': 4, 'endOffset': 21}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XQ7,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,29.0,d3e6d5945e00023ab7ff8f3c796f2ff0,"{'startLine': 29, 'endLine': 29, 'startOffset': 4, 'endOffset': 16}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XQ8,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,31.0,52ab75242e25330f8299db9e92035dea,"{'startLine': 31, 'endLine': 31, 'startOffset': 4, 'endOffset': 16}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XQ9,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,32.0,87db0f7d958d88ca5fdd56bfc8933ff1,"{'startLine': 32, 'endLine': 32, 'startOffset': 8, 'endOffset': 13}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XQ-,javascript:S125,MAJOR,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,34.0,45fa803513ee8b918dd51516c4a91c55,"{'startLine': 34, 'endLine': 34, 'startOffset': 8, 'endOffset': 66}",[],OPEN,Remove this commented out code.,5min,5min,mark@sharonandmark.net,['unused'],2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'MEDIUM'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XQ_,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,36.0,99a345b9e556875036dcf5f3d3ec054b,"{'startLine': 36, 'endLine': 36, 'startOffset': 4, 'endOffset': 18}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XRA,javascript:S2703,BLOCKER,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,40.0,79525940694f5550f6f7be45da4e7967,"{'startLine': 40, 'endLine': 40, 'startOffset': 16, 'endOffset': 22}",[],OPEN,"Add the ""let"", ""const"" or ""var"" keyword to this declaration of ""dParts"" to make it explicit.",2min,2min,mark@sharonandmark.net,['pitfall'],2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'BLOCKER'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XRB,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,47.0,d2f5e61bb648b307156e0fd4a9c07c6e,"{'startLine': 47, 'endLine': 47, 'startOffset': 21, 'endOffset': 26}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XRC,javascript:S1874,MINOR,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,48.0,1af48f2a65061a54eb51f84b92628604,"{'startLine': 48, 'endLine': 48, 'startOffset': 61, 'endOffset': 67}",[],OPEN,"The signature '(from: number, length?: number): string' of 'months.m.substr' is deprecated.",15min,15min,mark@sharonandmark.net,"['cwe', 'obsolete', 'type-dependent']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CONVENTIONAL,CONSISTENT,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'LOW'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XRD,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,55.0,9d39cf1d709150765e239c49d6d9122e,"{'startLine': 55, 'endLine': 55, 'startOffset': 16, 'endOffset': 25}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XRE,javascript:S1854,MAJOR,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,55.0,9d39cf1d709150765e239c49d6d9122e,"{'startLine': 55, 'endLine': 55, 'startOffset': 20, 'endOffset': 25}",[],OPEN,"Remove this useless assignment to variable ""parts"".",1min,1min,mark@sharonandmark.net,"['cwe', 'unused']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,LOGICAL,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'MEDIUM'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XRF,javascript:S6644,MINOR,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,55.0,9d39cf1d709150765e239c49d6d9122e,"{'startLine': 55, 'endLine': 55, 'startOffset': 28, 'endOffset': 53}",[],OPEN,Unnecessary use of conditional expression for default assignment.,5min,5min,mark@sharonandmark.net,[],2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'LOW'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XRG,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,60.0,062a51da1d3bd1a2d4c42db7a9035dab,"{'startLine': 60, 'endLine': 60, 'startOffset': 4, 'endOffset': 18}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XRH,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,62.0,ff96041d152f9bd90fc4a06ac60c1e36,"{'startLine': 62, 'endLine': 62, 'startOffset': 8, 'endOffset': 14}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XRI,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,63.0,a9c4447501f06e1697ed92136a648710,"{'startLine': 63, 'endLine': 63, 'startOffset': 8, 'endOffset': 14}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XRJ,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,64.0,2c4f7a339d8a2c1c852cc09e47d95e26,"{'startLine': 64, 'endLine': 64, 'startOffset': 8, 'endOffset': 14}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XRK,javascript:S1874,MINOR,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,71.0,f352ae51a63a83ba6091d829df62b0c8,"{'startLine': 71, 'endLine': 71, 'startOffset': 65, 'endOffset': 71}",[],OPEN,"'(from: number, length?: number): string' is deprecated.",15min,15min,mark@sharonandmark.net,"['cwe', 'obsolete', 'type-dependent']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CONVENTIONAL,CONSISTENT,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'LOW'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XRL,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,78.0,96b2e8a4f562e713866f5f2d1e383284,"{'startLine': 78, 'endLine': 78, 'startOffset': 4, 'endOffset': 23}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XRM,javascript:S3776,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,78.0,96b2e8a4f562e713866f5f2d1e383284,"{'startLine': 78, 'endLine': 78, 'startOffset': 26, 'endOffset': 34}","[{'locations': [{'component': 'stephenfeather_sermon-browser:sb-includes/datePicker.js', 'textRange': {'startLine': 81, 'endLine': 81, 'startOffset': 8, 'endOffset': 10}, 'msg': '+1'}]}, {'locations': [{'component': 'stephenfeather_sermon-browser:sb-includes/datePicker.js', 'textRange': {'startLine': 84, 'endLine': 84, 'startOffset': 10, 'endOffset': 14}, 'msg': '+1'}]}, {'locations': [{'component': 'stephenfeather_sermon-browser:sb-includes/datePicker.js', 'textRange': {'startLine': 90, 'endLine': 90, 'startOffset': 8, 'endOffset': 10}, 'msg': '+1'}]}, {'locations': [{'component': 'stephenfeather_sermon-browser:sb-includes/datePicker.js', 'textRange': {'startLine': 90, 'endLine': 90, 'startOffset': 50, 'endOffset': 52}, 'msg': '+1'}]}, {'locations': [{'component': 'stephenfeather_sermon-browser:sb-includes/datePicker.js', 'textRange': {'startLine': 92, 'endLine': 92, 'startOffset': 15, 'endOffset': 17}, 'msg': '+1'}]}, {'locations': [{'component': 'stephenfeather_sermon-browser:sb-includes/datePicker.js', 'textRange': {'startLine': 92, 'endLine': 92, 'startOffset': 56, 'endOffset': 58}, 'msg': '+1'}]}, {'locations': [{'component': 'stephenfeather_sermon-browser:sb-includes/datePicker.js', 'textRange': {'startLine': 102, 'endLine': 102, 'startOffset': 8, 'endOffset': 10}, 'msg': '+1'}]}, {'locations': [{'component': 'stephenfeather_sermon-browser:sb-includes/datePicker.js', 'textRange': {'startLine': 102, 'endLine': 102, 'startOffset': 52, 'endOffset': 54}, 'msg': '+1'}]}, {'locations': [{'component': 'stephenfeather_sermon-browser:sb-includes/datePicker.js', 'textRange': {'startLine': 105, 'endLine': 105, 'startOffset': 46, 'endOffset': 47}, 'msg': '+2 (incl. 1 for nesting)'}]}, {'locations': [{'component': 'stephenfeather_sermon-browser:sb-includes/datePicker.js', 'textRange': {'startLine': 117, 'endLine': 117, 'startOffset': 8, 'endOffset': 10}, 'msg': '+1'}]}, {'locations': [{'component': 'stephenfeather_sermon-browser:sb-includes/datePicker.js', 'textRange': {'startLine': 117, 'endLine': 117, 'startOffset': 51, 'endOffset': 53}, 'msg': '+1'}]}, {'locations': [{'component': 'stephenfeather_sermon-browser:sb-includes/datePicker.js', 'textRange': {'startLine': 139, 'endLine': 139, 'startOffset': 8, 'endOffset': 11}, 'msg': '+1'}]}, {'locations': [{'component': 'stephenfeather_sermon-browser:sb-includes/datePicker.js', 'textRange': {'startLine': 143, 'endLine': 143, 'startOffset': 120, 'endOffset': 121}, 'msg': '+2 (incl. 1 for nesting)'}]}, {'locations': [{'component': 'stephenfeather_sermon-browser:sb-includes/datePicker.js', 'textRange': {'startLine': 151, 'endLine': 151, 'startOffset': 8, 'endOffset': 10}, 'msg': '+1'}]}, {'locations': [{'component': 'stephenfeather_sermon-browser:sb-includes/datePicker.js', 'textRange': {'startLine': 154, 'endLine': 154, 'startOffset': 57, 'endOffset': 59}, 'msg': '+1'}]}, {'locations': [{'component': 'stephenfeather_sermon-browser:sb-includes/datePicker.js', 'textRange': {'startLine': 157, 'endLine': 157, 'startOffset': 8, 'endOffset': 13}, 'msg': '+1'}]}, {'locations': [{'component': 'stephenfeather_sermon-browser:sb-includes/datePicker.js', 'textRange': {'startLine': 159, 'endLine': 159, 'startOffset': 12, 'endOffset': 15}, 'msg': '+2 (incl. 1 for nesting)'}]}, {'locations': [{'component': 'stephenfeather_sermon-browser:sb-includes/datePicker.js', 'textRange': {'startLine': 161, 'endLine': 161, 'startOffset': 66, 'endOffset': 67}, 'msg': '+3 (incl. 2 for nesting)'}]}, {'locations': [{'component': 'stephenfeather_sermon-browser:sb-includes/datePicker.js', 'textRange': {'startLine': 163, 'endLine': 163, 'startOffset': 16, 'endOffset': 18}, 'msg': '+3 (incl. 2 for nesting)'}]}, {'locations': [{'component': 'stephenfeather_sermon-browser:sb-includes/datePicker.js', 'textRange': {'startLine': 165, 'endLine': 165, 'startOffset': 23, 'endOffset': 25}, 'msg': '+1'}]}, {'locations': [{'component': 'stephenfeather_sermon-browser:sb-includes/datePicker.js', 'textRange': {'startLine': 165, 'endLine': 165, 'startOffset': 38, 'endOffset': 40}, 'msg': '+1'}]}, {'locations': [{'component': 'stephenfeather_sermon-browser:sb-includes/datePicker.js', 'textRange': {'startLine': 168, 'endLine': 168, 'startOffset': 23, 'endOffset': 25}, 'msg': '+1'}]}, {'locations': [{'component': 'stephenfeather_sermon-browser:sb-includes/datePicker.js', 'textRange': {'startLine': 171, 'endLine': 171, 'startOffset': 18, 'endOffset': 22}, 'msg': '+1'}]}, {'locations': [{'component': 'stephenfeather_sermon-browser:sb-includes/datePicker.js', 'textRange': {'startLine': 168, 'endLine': 168, 'startOffset': 38, 'endOffset': 40}, 'msg': '+1'}]}, {'locations': [{'component': 'stephenfeather_sermon-browser:sb-includes/datePicker.js', 'textRange': {'startLine': 179, 'endLine': 179, 'startOffset': 20, 'endOffset': 22}, 'msg': '+4 (incl. 3 for nesting)'}]}, {'locations': [{'component': 'stephenfeather_sermon-browser:sb-includes/datePicker.js', 'textRange': {'startLine': 179, 'endLine': 179, 'startOffset': 38, 'endOffset': 40}, 'msg': '+1'}]}, {'locations': [{'component': 'stephenfeather_sermon-browser:sb-includes/datePicker.js', 'textRange': {'startLine': 184, 'endLine': 184, 'startOffset': 16, 'endOffset': 18}, 'msg': '+3 (incl. 2 for nesting)'}]}, {'locations': [{'component': 'stephenfeather_sermon-browser:sb-includes/datePicker.js', 'textRange': {'startLine': 184, 'endLine': 184, 'startOffset': 30, 'endOffset': 32}, 'msg': '+1'}]}, {'locations': [{'component': 'stephenfeather_sermon-browser:sb-includes/datePicker.js', 'textRange': {'startLine': 198, 'endLine': 198, 'startOffset': 8, 'endOffset': 10}, 'msg': '+1'}]}]",OPEN,Refactor this function to reduce its Cognitive Complexity from 41 to the 15 allowed.,31min,31min,mark@sharonandmark.net,['brain-overload'],2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,FOCUSED,ADAPTABLE,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XRN,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,80.0,853a0fee501cf731d506cb8c782fab26,"{'startLine': 80, 'endLine': 80, 'startOffset': 8, 'endOffset': 17}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
