key,rule,severity,component,project,line,hash,textRange,flows,status,message,effort,debt,author,tags,creationDate,updateDate,type,organization,cleanCodeAttribute,cleanCodeAttributeCategory,impacts,issueStatus,projectName
AZu02sjLTfQp2-9q9XRZ,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,120.0,e6b18f036805fdafa6e43adf99ec7fd9,"{'startLine': 120, 'endLine': 120, 'startOffset': 12, 'endOffset': 25}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XRa,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,121.0,42f0e30e89d4d54659a672c0839b4216,"{'startLine': 121, 'endLine': 121, 'startOffset': 12, 'endOffset': 24}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XRc,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,129.0,a8cb01370bb5abac5cbca706bc469ea0,"{'startLine': 129, 'endLine': 129, 'startOffset': 8, 'endOffset': 21}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XRe,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,138.0,9540ddd56636a741596eb564dab11132,"{'startLine': 138, 'endLine': 138, 'startOffset': 8, 'endOffset': 19}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XRf,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,139.0,d82afbe33cd759d7b819c27de67721f0,"{'startLine': 139, 'endLine': 139, 'startOffset': 13, 'endOffset': 18}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XRg,javascript:S2392,MAJOR,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,139.0,d82afbe33cd759d7b819c27de67721f0,"{'startLine': 139, 'endLine': 139, 'startOffset': 17, 'endOffset': 18}","[{'locations': [{'component': 'stephenfeather_sermon-browser:sb-includes/datePicker.js', 'textRange': {'startLine': 159, 'endLine': 159, 'startOffset': 21, 'endOffset': 22}, 'msg': 'Outside reference.'}]}, {'locations': [{'component': 'stephenfeather_sermon-browser:sb-includes/datePicker.js', 'textRange': {'startLine': 159, 'endLine': 159, 'startOffset': 26, 'endOffset': 27}, 'msg': 'Outside reference.'}]}, {'locations': [{'component': 'stephenfeather_sermon-browser:sb-includes/datePicker.js', 'textRange': {'startLine': 159, 'endLine': 159, 'startOffset': 31, 'endOffset': 32}, 'msg': 'Outside reference.'}]}, {'locations': [{'component': 'stephenfeather_sermon-browser:sb-includes/datePicker.js', 'textRange': {'startLine': 160, 'endLine': 160, 'startOffset': 49, 'endOffset': 50}, 'msg': 'Outside reference.'}]}]",OPEN,Consider moving declaration of 'i' as it is referenced outside current binding context.,2min,2min,mark@sharonandmark.net,['pitfall'],2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'MEDIUM'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XRh,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,140.0,0d826b4535eef35d13aa6a8ba8a94f09,"{'startLine': 140, 'endLine': 140, 'startOffset': 12, 'endOffset': 23}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XRi,javascript:S2392,MAJOR,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,140.0,0d826b4535eef35d13aa6a8ba8a94f09,"{'startLine': 140, 'endLine': 140, 'startOffset': 16, 'endOffset': 23}","[{'locations': [{'component': 'stephenfeather_sermon-browser:sb-includes/datePicker.js', 'textRange': {'startLine': 160, 'endLine': 160, 'startOffset': 20, 'endOffset': 27}, 'msg': 'Outside reference.'}]}, {'locations': [{'component': 'stephenfeather_sermon-browser:sb-includes/datePicker.js', 'textRange': {'startLine': 161, 'endLine': 161, 'startOffset': 37, 'endOffset': 44}, 'msg': 'Outside reference.'}]}, {'locations': [{'component': 'stephenfeather_sermon-browser:sb-includes/datePicker.js', 'textRange': {'startLine': 161, 'endLine': 161, 'startOffset': 53, 'endOffset': 60}, 'msg': 'Outside reference.'}]}]",OPEN,Consider moving declaration of 'weekday' as it is referenced outside current binding context.,2min,2min,mark@sharonandmark.net,['pitfall'],2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'MEDIUM'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XRj,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,141.0,c4f605ca8d78e44cb5757370d11646ed,"{'startLine': 141, 'endLine': 141, 'startOffset': 12, 'endOffset': 19}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XRk,javascript:S1874,MINOR,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,143.0,387439f2fec04d07ea6d7f814905b843,"{'startLine': 143, 'endLine': 143, 'startOffset': 156, 'endOffset': 162}",[],OPEN,"The signature '(from: number, length?: number): string' of 'day.substr' is deprecated.",15min,15min,mark@sharonandmark.net,"['cwe', 'obsolete', 'type-dependent']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CONVENTIONAL,CONSISTENT,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'LOW'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XRl,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,147.0,739272472503a9e7bd5017edb85c5f8b,"{'startLine': 147, 'endLine': 147, 'startOffset': 8, 'endOffset': 17}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XRm,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,149.0,c3b605b29df219f867f70da7c18ac422,"{'startLine': 149, 'endLine': 149, 'startOffset': 8, 'endOffset': 19}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XRn,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,150.0,3cc9f606ff0a199305d89d50f3404050,"{'startLine': 150, 'endLine': 150, 'startOffset': 8, 'endOffset': 18}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XRo,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,153.0,7509c5e394785f4768446e693a8b5d0d,"{'startLine': 153, 'endLine': 153, 'startOffset': 8, 'endOffset': 21}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XRp,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,154.0,564a18b9078fc57764c410955f1d1bc3,"{'startLine': 154, 'endLine': 154, 'startOffset': 8, 'endOffset': 21}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XRq,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,156.0,d56b6efae3a84bd8ba6a4d3bf3f1819c,"{'startLine': 156, 'endLine': 156, 'startOffset': 8, 'endOffset': 13}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XRr,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,158.0,3febee1c8ea67ffbb33915ce5ca6e277,"{'startLine': 158, 'endLine': 158, 'startOffset': 12, 'endOffset': 23}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XRs,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,159.0,a9beb9dfa5a62f214360c729832f276d,"{'startLine': 159, 'endLine': 159, 'startOffset': 17, 'endOffset': 22}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XRt,javascript:S2814,MAJOR,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,159.0,a9beb9dfa5a62f214360c729832f276d,"{'startLine': 159, 'endLine': 159, 'startOffset': 21, 'endOffset': 22}",[],OPEN,'i' is already defined.,20min,20min,mark@sharonandmark.net,['confusing'],2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'MEDIUM'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XRu,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,160.0,20cbf7f849cfc0e83e58c1e278ab0aad,"{'startLine': 160, 'endLine': 160, 'startOffset': 16, 'endOffset': 27}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XRv,javascript:S2814,MAJOR,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,160.0,20cbf7f849cfc0e83e58c1e278ab0aad,"{'startLine': 160, 'endLine': 160, 'startOffset': 20, 'endOffset': 27}",[],OPEN,'weekday' is already defined.,20min,20min,mark@sharonandmark.net,['confusing'],2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'MEDIUM'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XRw,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,161.0,f12825bdc9c13a5259ffb5e33da4f425,"{'startLine': 161, 'endLine': 161, 'startOffset': 16, 'endOffset': 24}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XRx,javascript:S2703,BLOCKER,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,164.0,2caa309684c892178884f0cba0db7c5c,"{'startLine': 164, 'endLine': 164, 'startOffset': 20, 'endOffset': 26}",[],OPEN,"Add the ""let"", ""const"" or ""var"" keyword to this declaration of ""dayStr"" to make it explicit.",2min,2min,mark@sharonandmark.net,['pitfall'],2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'BLOCKER'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XRy,javascript:S1871,MAJOR,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,168.0,d0310c4bd25c366e65fe97d45c68209d,"{'startLine': 168, 'endLine': 171, 'startOffset': 62, 'endOffset': 17}","[{'locations': [{'component': 'stephenfeather_sermon-browser:sb-includes/datePicker.js', 'textRange': {'startLine': 165, 'endLine': 168, 'startOffset': 63, 'endOffset': 17}, 'msg': 'Original'}]}]",OPEN,This branch's code block is the same as the block for the branch on line 165.,10min,10min,mark@sharonandmark.net,"['design', 'suspicious']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,DISTINCT,ADAPTABLE,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'MEDIUM'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XRz,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,173.0,62090cf7609802ecf8e2fcaa3530be75,"{'startLine': 173, 'endLine': 173, 'startOffset': 20, 'endOffset': 28}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XR1,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,201.0,27a87670ecf432b4791378d4b465cf16,"{'startLine': 201, 'endLine': 201, 'startOffset': 12, 'endOffset': 22}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XR2,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,214.0,2e2cd5590a4bf0b7b771a9ab9fd7e24a,"{'startLine': 214, 'endLine': 214, 'startOffset': 4, 'endOffset': 13}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XR3,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,228.0,dece34058541d24c1f5f81a9e4cd04e3,"{'startLine': 228, 'endLine': 228, 'startOffset': 4, 'endOffset': 24}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XR4,javascript:S125,MAJOR,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,234.0,523048e7f5ca9550505f2d8ea6d587e7,"{'startLine': 234, 'endLine': 240, 'startOffset': 8, 'endOffset': 10}",[],OPEN,Remove this commented out code.,5min,5min,mark@sharonandmark.net,['unused'],2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'MEDIUM'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XR5,javascript:S3001,MINOR,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,242.0,f894da4891e566c0358235d50e8fecb5,"{'startLine': 242, 'endLine': 242, 'startOffset': 8, 'endOffset': 23}",[],OPEN,"Remove this ""delete"" operator or pass an object property to it.",10min,10min,mark@sharonandmark.net,[],2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,BUG,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'RELIABILITY', 'severity': 'LOW'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XR6,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,245.0,24b11413d954f321dcdbc1f3e8c5beef,"{'startLine': 245, 'endLine': 245, 'startOffset': 4, 'endOffset': 19}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XR7,javascript:S1481,MINOR,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,245.0,24b11413d954f321dcdbc1f3e8c5beef,"{'startLine': 245, 'endLine': 245, 'startOffset': 8, 'endOffset': 19}",[],OPEN,Remove the declaration of the unused '_handleKeys' variable.,5min,5min,mark@sharonandmark.net,['unused'],2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'LOW'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XR8,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,247.0,3552c3652cd49d000d8173498fa2d7ca,"{'startLine': 247, 'endLine': 247, 'startOffset': 8, 'endOffset': 15}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XR9,javascript:S3358,MAJOR,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,247.0,3552c3652cd49d000d8173498fa2d7ca,"{'startLine': 247, 'endLine': 247, 'startOffset': 43, 'endOffset': 63}",[],OPEN,Extract this nested ternary operation into an independent statement.,5min,5min,mark@sharonandmark.net,['confusing'],2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'MEDIUM'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XR-,javascript:S125,MAJOR,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,248.0,888157e47176f635302e0c5648ba5630,"{'startLine': 248, 'endLine': 248, 'startOffset': 8, 'endOffset': 38}",[],OPEN,Remove this commented out code.,5min,5min,mark@sharonandmark.net,['unused'],2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'MEDIUM'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XR_,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,254.0,bb0b549f5123b27ed08bb46bbee537db,"{'startLine': 254, 'endLine': 254, 'startOffset': 4, 'endOffset': 19}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XSA,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,257.0,bf030af897326c5a996afb10c9d09277,"{'startLine': 257, 'endLine': 257, 'startOffset': 12, 'endOffset': 22}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XSB,javascript:S1874,MINOR,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,257.0,bf030af897326c5a996afb10c9d09277,"{'startLine': 257, 'endLine': 257, 'startOffset': 54, 'endOffset': 59}",[],OPEN,'event' is deprecated.,15min,15min,mark@sharonandmark.net,"['cwe', 'obsolete', 'type-dependent']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CONVENTIONAL,CONSISTENT,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'LOW'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XSC,javascript:S1874,MINOR,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,257.0,bf030af897326c5a996afb10c9d09277,"{'startLine': 257, 'endLine': 257, 'startOffset': 60, 'endOffset': 70}",[],OPEN,'srcElement' is deprecated.,15min,15min,mark@sharonandmark.net,"['cwe', 'obsolete', 'type-dependent']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CONVENTIONAL,CONSISTENT,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'LOW'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XSD,javascript:S125,MAJOR,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,258.0,57f556b231e1b2ddc40ccc0aa902b3c3,"{'startLine': 258, 'endLine': 258, 'startOffset': 12, 'endOffset': 42}",[],OPEN,Remove this commented out code.,5min,5min,mark@sharonandmark.net,['unused'],2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'MEDIUM'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XSE,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,259.0,c4f1345d7fc96510a46540cb50842f91,"{'startLine': 259, 'endLine': 259, 'startOffset': 12, 'endOffset': 18}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
AZu02sjLTfQp2-9q9XSF,javascript:S3504,CRITICAL,stephenfeather_sermon-browser:sb-includes/datePicker.js,stephenfeather_sermon-browser,277.0,4c375e06359cee22bbd14e4fe0b24a72,"{'startLine': 277, 'endLine': 277, 'startOffset': 12, 'endOffset': 21}",[],OPEN,"Unexpected var, use let or const instead.",5min,5min,mark@sharonandmark.net,"['bad-practice', 'es2015']",2008-06-20T21:03:41+0000,2026-01-13T00:56:07+0000,CODE_SMELL,stephenfeather,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,sermon-browser
